0.008,0.72836,0
-0.025,0.1812,0
-0.208,1.5398,-0.575
-0.208,1.0087,-0.275
-0.217,0.66136,-0.083
-0.217,0.1392,-0.042
0.317,1.4568,-0.183
0.283,0.9837,-0.125
0.25,0.68636,-0.075
0.167,0.1722,-0.042
0.68,0.4114,-0.45
0.558,0.029851,-0.3
0.358,-0.19882,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.4089,-0.3
-0.467,0.87639,-0.2
-0.442,0.60119,-0.083
-0.392,0.16473,-0.033
0.026,1.8789,-0.288
0.017,1.2144,-0.125
0.008,0.81819,0
-0.025,0.23173,0
-0.208,1.7419,-0.575
-0.208,1.1224,-0.275
-0.217,0.75119,-0.083
-0.217,0.18973,-0.042
0.317,1.6589,-0.183
0.283,1.0974,-0.125
0.25,0.77619,-0.075
0.167,0.22273,-0.042
0.68,0.51246,-0.45
0.558,0.086697,-0.3
0.358,-0.15391,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.72942,-0.3
-0.467,0.49417,-0.2
-0.442,0.29918,-0.083
-0.392,-0.0051461,-0.033
0.026,1.1994,-0.288
0.017,0.83217,-0.125
0.008,0.51618,0
-0.025,0.061854,0
-0.208,1.0624,-0.575
-0.208,0.74017,-0.275
-0.217,0.44918,-0.083
-0.217,0.019854,-0.042
0.317,0.97942,-0.183
0.283,0.71517,-0.125
0.25,0.47418,-0.075
0.167,0.052854,-0.042
0.68,0.17271,-0.45
0.558,-0.10441,-0.3
0.358,-0.30491,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.20699,-0.3
-0.467,-0.032555,-0.2
-0.442,-0.11699,-0.083
-0.392,-0.23925,-0.033
0.026,0.26301,-0.288
0.017,0.30545,-0.125
0.008,0.10001,0
-0.025,-0.17225,0
-0.208,0.12601,-0.575
-0.208,0.21345,-0.275
-0.217,0.033006,-0.083
-0.217,-0.21425,-0.042
0.317,0.043013,-0.183
0.283,0.18845,-0.125
0.25,0.058006,-0.075
0.167,-0.18125,-0.042
0.68,-0.29549,-0.45
0.558,-0.36778,-0.3
0.358,-0.513,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.53936,-0.3
-0.467,-0.21951,-0.2
-0.442,-0.26471,-0.083
-0.392,-0.32234,-0.033
0.026,-0.069358,-0.288
0.017,0.11849,-0.125
0.008,-0.047715,0
-0.025,-0.25534,0
-0.208,-0.20636,-0.575
-0.208,0.026486,-0.275
-0.217,-0.11471,-0.083
-0.217,-0.29734,-0.042
0.317,-0.28936,-0.183
0.283,0.001486,-0.125
0.25,-0.089715,-0.075
0.167,-0.26434,-0.042
0.68,-0.46168,-0.45
0.558,-0.46126,-0.3
0.358,-0.58686,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.037882,-0.3
-0.467,0.10518,-0.2
-0.442,-0.0081638,-0.083
-0.392,-0.17803,-0.033
0.026,0.50788,-0.288
0.017,0.44318,-0.125
0.008,0.20884,0
-0.025,-0.11103,0
-0.208,0.37088,-0.575
-0.208,0.35118,-0.275
-0.217,0.14184,-0.083
-0.217,-0.15303,-0.042
0.317,0.28788,-0.183
0.283,0.32618,-0.125
0.25,0.16684,-0.075
0.167,-0.12003,-0.042
0.68,-0.17306,-0.45
0.558,-0.29891,-0.3
0.358,-0.45858,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.99402,-0.3
-0.467,0.64301,-0.2
-0.442,0.41679,-0.083
-0.392,0.061005,-0.033
0.026,1.464,-0.288
0.017,0.98101,-0.125
0.008,0.63379,0
-0.025,0.12801,0
-0.208,1.327,-0.575
-0.208,0.88901,-0.275
-0.217,0.56679,-0.083
-0.217,0.086005,-0.042
0.317,1.244,-0.183
0.283,0.86401,-0.125
0.25,0.59179,-0.075
0.167,0.11901,-0.042
0.68,0.30501,-0.45
0.558,-0.029994,-0.3
0.358,-0.24611,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.45,-0.3
-0.467,0.89949,-0.2
-0.442,0.61944,-0.083
-0.392,0.175,-0.033
0.026,1.92,-0.288
0.017,1.2375,-0.125
0.008,0.83644,0
-0.025,0.242,0
-0.208,1.783,-0.575
-0.208,1.1455,-0.275
-0.217,0.76944,-0.083
-0.217,0.2,-0.042
0.317,1.7,-0.183
0.283,1.1205,-0.125
0.25,0.79444,-0.075
0.167,0.233,-0.042
0.68,0.533,-0.45
0.558,0.098247,-0.3
0.358,-0.14478,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.98657,-0.3
-0.467,0.63882,-0.2
-0.442,0.41348,-0.083
-0.392,0.059143,-0.033
0.026,1.4566,-0.288
0.017,0.97682,-0.125
0.008,0.63048,0
-0.025,0.12614,0
-0.208,1.3196,-0.575
-0.208,0.88482,-0.275
-0.217,0.56348,-0.083
-0.217,0.084143,-0.042
0.317,1.2366,-0.183
0.283,0.85982,-0.125
0.25,0.58848,-0.075
0.167,0.11714,-0.042
0.68,0.30129,-0.45
0.558,-0.032089,-0.3
0.358,-0.24776,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.029833,-0.3
-0.467,0.10066,-0.2
-0.442,-0.011741,-0.083
-0.392,-0.18004,-0.033
0.026,0.49983,-0.288
0.017,0.43866,-0.125
0.008,0.20526,0
-0.025,-0.11304,0
-0.208,0.36283,-0.575
-0.208,0.34666,-0.275
-0.217,0.13826,-0.083
-0.217,-0.15504,-0.042
0.317,0.27983,-0.183
0.283,0.32166,-0.125
0.25,0.16326,-0.075
0.167,-0.12204,-0.042
0.68,-0.17708,-0.45
0.558,-0.30117,-0.3
0.358,-0.46037,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.54061,-0.3
-0.467,-0.22022,-0.2
-0.442,-0.26527,-0.083
-0.392,-0.32265,-0.033
0.026,-0.070607,-0.288
0.017,0.11778,-0.125
0.008,-0.04827,0
-0.025,-0.25565,0
-0.208,-0.20761,-0.575
-0.208,0.025783,-0.275
-0.217,-0.11527,-0.083
-0.217,-0.29765,-0.042
0.317,-0.29061,-0.183
0.283,0.00078336,-0.125
0.25,-0.09027,-0.075
0.167,-0.26465,-0.042
0.68,-0.4623,-0.45
0.558,-0.46161,-0.3
0.358,-0.58713,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.20029,-0.3
-0.467,-0.028787,-0.2
-0.442,-0.11402,-0.083
-0.392,-0.23757,-0.033
0.026,0.26971,-0.288
0.017,0.30921,-0.125
0.008,0.10298,0
-0.025,-0.17057,0
-0.208,0.13271,-0.575
-0.208,0.21721,-0.275
-0.217,0.035983,-0.083
-0.217,-0.21257,-0.042
0.317,0.049712,-0.183
0.283,0.19221,-0.125
0.25,0.060983,-0.075
0.167,-0.17957,-0.042
0.68,-0.29214,-0.45
0.558,-0.36589,-0.3
0.358,-0.51151,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.7379,-0.3
-0.467,0.49895,-0.2
-0.442,0.30296,-0.083
-0.392,-0.0030242,-0.033
0.026,1.2079,-0.288
0.017,0.83695,-0.125
0.008,0.51996,0
-0.025,0.063976,0
-0.208,1.0709,-0.575
-0.208,0.74495,-0.275
-0.217,0.45296,-0.083
-0.217,0.021976,-0.042
0.317,0.9879,-0.183
0.283,0.71995,-0.125
0.25,0.47796,-0.075
0.167,0.054976,-0.042
0.68,0.17695,-0.45
0.558,-0.10203,-0.3
0.358,-0.30302,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.4114,-0.3
-0.467,0.87779,-0.2
-0.442,0.60229,-0.083
-0.392,0.16535,-0.033
0.026,1.8814,-0.288
0.017,1.2158,-0.125
0.008,0.81929,0
-0.025,0.23235,0
-0.208,1.7444,-0.575
-0.208,1.1238,-0.275
-0.217,0.75229,-0.083
-0.217,0.19035,-0.042
0.317,1.6614,-0.183
0.283,1.0988,-0.125
0.25,0.77729,-0.075
0.167,0.22335,-0.042
0.68,0.5137,-0.45
0.558,0.087393,-0.3
0.358,-0.15336,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.201,-0.3
-0.467,0.75943,-0.2
-0.442,0.50877,-0.083
-0.392,0.11275,-0.033
0.026,1.671,-0.288
0.017,1.0974,-0.125
0.008,0.72577,0
-0.025,0.17975,0
-0.208,1.534,-0.575
-0.208,1.0054,-0.275
-0.217,0.65877,-0.083
-0.217,0.13775,-0.042
0.317,1.451,-0.183
0.283,0.98043,-0.125
0.25,0.68377,-0.075
0.167,0.17075,-0.042
0.68,0.40849,-0.45
0.558,0.028215,-0.3
0.358,-0.20011,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.30012,-0.3
-0.467,0.25269,-0.2
-0.442,0.10839,-0.083
-0.392,-0.11247,-0.033
0.026,0.77012,-0.288
0.017,0.59069,-0.125
0.008,0.32539,0
-0.025,-0.045469,0
-0.208,0.63312,-0.575
-0.208,0.49869,-0.275
-0.217,0.25839,-0.083
-0.217,-0.087469,-0.042
0.317,0.55012,-0.183
0.283,0.47369,-0.125
0.25,0.28339,-0.075
0.167,-0.054469,-0.042
0.68,-0.041939,-0.45
0.558,-0.22515,-0.3
0.358,-0.40031,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.46295,-0.3
-0.467,-0.17653,-0.2
-0.442,-0.23075,-0.083
-0.392,-0.30324,-0.033
0.026,0.0070547,-0.288
0.017,0.16147,-0.125
0.008,-0.013753,0
-0.025,-0.23624,0
-0.208,-0.12995,-0.575
-0.208,0.069468,-0.275
-0.217,-0.080753,-0.083
-0.217,-0.27824,-0.042
0.317,-0.21295,-0.183
0.283,0.044468,-0.125
0.25,-0.055753,-0.075
0.167,-0.24524,-0.042
0.68,-0.42347,-0.45
0.558,-0.43977,-0.3
0.358,-0.56988,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.38666,-0.3
-0.467,-0.13362,-0.2
-0.442,-0.19685,-0.083
-0.392,-0.28416,-0.033
0.026,0.083344,-0.288
0.017,0.20438,-0.125
0.008,0.020153,0
-0.025,-0.21716,0
-0.208,-0.053656,-0.575
-0.208,0.11238,-0.275
-0.217,-0.046847,-0.083
-0.217,-0.25916,-0.042
0.317,-0.13666,-0.183
0.283,0.087381,-0.125
0.25,-0.021847,-0.075
0.167,-0.22616,-0.042
0.68,-0.38533,-0.45
0.558,-0.41831,-0.3
0.358,-0.55292,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.45885,-0.3
-0.467,0.34198,-0.2
-0.442,0.17893,-0.083
-0.392,-0.072787,-0.033
0.026,0.92885,-0.288
0.017,0.67998,-0.125
0.008,0.39593,0
-0.025,-0.0057872,0
-0.208,0.79185,-0.575
-0.208,0.58798,-0.275
-0.217,0.32893,-0.083
-0.217,-0.047787,-0.042
0.317,0.70885,-0.183
0.283,0.56298,-0.125
0.25,0.35393,-0.075
0.167,-0.014787,-0.042
0.68,0.037426,-0.45
0.558,-0.18051,-0.3
0.358,-0.36503,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.2962,-0.3
-0.467,0.813,-0.2
-0.442,0.5511,-0.083
-0.392,0.13656,-0.033
0.026,1.7662,-0.288
0.017,1.151,-0.125
0.008,0.7681,0
-0.025,0.20356,0
-0.208,1.6292,-0.575
-0.208,1.059,-0.275
-0.217,0.7011,-0.083
-0.217,0.16156,-0.042
0.317,1.5462,-0.183
0.283,1.034,-0.125
0.25,0.7261,-0.075
0.167,0.19456,-0.042
0.68,0.45611,-0.45
0.558,0.054999,-0.3
0.358,-0.17895,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.3556,-0.3
-0.467,0.84639,-0.2
-0.442,0.57748,-0.083
-0.392,0.15139,-0.033
0.026,1.8256,-0.288
0.017,1.1844,-0.125
0.008,0.79448,0
-0.025,0.21839,0
-0.208,1.6886,-0.575
-0.208,1.0924,-0.275
-0.217,0.72748,-0.083
-0.217,0.17639,-0.042
0.317,1.6056,-0.183
0.283,1.0674,-0.125
0.25,0.75248,-0.075
0.167,0.20939,-0.042
0.68,0.48579,-0.45
0.558,0.071694,-0.3
0.358,-0.16576,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.58235,-0.3
-0.467,0.41145,-0.2
-0.442,0.23382,-0.083
-0.392,-0.041912,-0.033
0.026,1.0524,-0.288
0.017,0.74945,-0.125
0.008,0.45082,0
-0.025,0.025088,0
-0.208,0.91535,-0.575
-0.208,0.65745,-0.275
-0.217,0.38382,-0.083
-0.217,-0.016912,-0.042
0.317,0.83235,-0.183
0.283,0.63245,-0.125
0.25,0.40882,-0.075
0.167,0.016088,-0.042
0.68,0.099176,-0.45
0.558,-0.14578,-0.3
0.358,-0.33759,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.31256,-0.3
-0.467,-0.091939,-0.2
-0.442,-0.16391,-0.083
-0.392,-0.26564,-0.033
0.026,0.15744,-0.288
0.017,0.24606,-0.125
0.008,0.053085,0
-0.025,-0.19864,0
-0.208,0.020442,-0.575
-0.208,0.15406,-0.275
-0.217,-0.013915,-0.083
-0.217,-0.24064,-0.042
0.317,-0.062558,-0.183
0.283,0.12906,-0.125
0.25,0.011085,-0.075
0.167,-0.20764,-0.042
0.68,-0.34828,-0.45
0.558,-0.39747,-0.3
0.358,-0.53646,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.50638,-0.3
-0.467,-0.20096,-0.2
-0.442,-0.25006,-0.083
-0.392,-0.31409,-0.033
0.026,-0.036376,-0.288
0.017,0.13704,-0.125
0.008,-0.033056,0
-0.025,-0.24709,0
-0.208,-0.17338,-0.575
-0.208,0.045039,-0.275
-0.217,-0.10006,-0.083
-0.217,-0.28909,-0.042
0.317,-0.25638,-0.183
0.283,0.020039,-0.125
0.25,-0.075056,-0.075
0.167,-0.25609,-0.042
0.68,-0.44519,-0.45
0.558,-0.45198,-0.3
0.358,-0.57953,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.17909,-0.3
-0.467,0.18462,-0.2
-0.442,0.054597,-0.083
-0.392,-0.14273,-0.033
0.026,0.64909,-0.288
0.017,0.52262,-0.125
0.008,0.2716,0
-0.025,-0.075726,0
-0.208,0.51209,-0.575
-0.208,0.43062,-0.275
-0.217,0.2046,-0.083
-0.217,-0.11773,-0.042
0.317,0.42909,-0.183
0.283,0.40562,-0.125
0.25,0.2296,-0.075
0.167,-0.084726,-0.042
0.68,-0.10245,-0.45
0.558,-0.25919,-0.3
0.358,-0.4272,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.1136,-0.3
-0.467,0.71029,-0.2
-0.442,0.46995,-0.083
-0.392,0.090908,-0.033
0.026,1.5836,-0.288
0.017,1.0483,-0.125
0.008,0.68695,0
-0.025,0.15791,0
-0.208,1.4466,-0.575
-0.208,0.95629,-0.275
-0.217,0.61995,-0.083
-0.217,0.11591,-0.042
0.317,1.3636,-0.183
0.283,0.93129,-0.125
0.25,0.64495,-0.075
0.167,0.14891,-0.042
0.68,0.36482,-0.45
0.558,0.003647,-0.3
0.358,-0.21953,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,1.438,-0.3
-0.467,0.89277,-0.2
-0.442,0.61413,-0.083
-0.392,0.17201,-0.033
0.026,1.908,-0.288
0.017,1.2308,-0.125
0.008,0.83113,0
-0.025,0.23901,0
-0.208,1.771,-0.575
-0.208,1.1388,-0.275
-0.217,0.76413,-0.083
-0.217,0.19701,-0.042
0.317,1.688,-0.183
0.283,1.1138,-0.125
0.25,0.78913,-0.075
0.167,0.23001,-0.042
0.68,0.52702,-0.45
0.558,0.094884,-0.3
0.358,-0.14744,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,0.85404,-0.3
-0.467,0.56427,-0.2
-0.442,0.35457,-0.083
-0.392,0.026009,-0.033
0.026,1.324,-0.288
0.017,0.90227,-0.125
0.008,0.57157,0
-0.025,0.093009,0
-0.208,1.187,-0.575
-0.208,0.81027,-0.275
-0.217,0.50457,-0.083
-0.217,0.051009,-0.042
0.317,1.104,-0.183
0.283,0.78527,-0.125
0.25,0.52957,-0.075
0.167,0.084009,-0.042
0.68,0.23502,-0.45
0.558,-0.069364,-0.3
0.358,-0.27721,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.10143,-0.3
-0.467,0.026822,-0.2
-0.442,-0.070079,-0.083
-0.392,-0.21286,-0.033
0.026,0.36857,-0.288
0.017,0.36482,-0.125
0.008,0.14692,0
-0.025,-0.14586,0
-0.208,0.23157,-0.575
-0.208,0.27282,-0.275
-0.217,0.079921,-0.083
-0.217,-0.18786,-0.042
0.317,0.14857,-0.183
0.283,0.24782,-0.125
0.25,0.10492,-0.075
0.167,-0.15486,-0.042
0.68,-0.24271,-0.45
0.558,-0.33809,-0.3
0.358,-0.48954,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
-0.475,-0.54991,-0.3
-0.467,-0.22545,-0.2
-0.442,-0.26941,-0.083
-0.392,-0.32498,-0.033
0.026,-0.079912,-0.288
0.017,0.11255,-0.125
0.008,-0.052405,0
-0.025,-0.25798,0
-0.208,-0.21691,-0.575
-0.208,0.02055,-0.275
-0.217,-0.11941,-0.083
-0.217,-0.29998,-0.042
0.317,-0.29991,-0.183
0.283,-0.0044504,-0.125
0.25,-0.094405,-0.075
0.167,-0.26698,-0.042
0.68,-0.46696,-0.45
0.558,-0.46423,-0.3
0.358,-0.5892,-0.125
-0.167,-0.75,0.033
-0.317,-1,-0
